07/27/20 23:06:05|test.txt|20.0|50.0|1|75|0|0|0|0|21.48|100129|nan|nan|nan|nan|nan|nan|
07/28/20 00:01:41|test.txt|22.0|50.0|1|72|0|0|66|0|20.54|100210|nan|nan|nan|nan|nan|nan|
07/28/20 09:08:41|test.txt|22.0|50.0|1|72|1|0|66|0|20.54|100210|nan|nan|nan|nan|nan|nan|
07/28/20 09:12:41|test.txt|22.0|50.0|1|72|1|0|66|0|20.54|100210|nan|nan|nan|nan|nan|nan|
07/28/20 10:11:58|test.txt|22.0|50.0|1|72|1|0|103|0|20.57|100223|nan|nan|nan|nan|nan|nan|
07/28/20 17:11:07|test.txt|23.0|50.0|1|75|1|0|148|0|22.31|100024|nan|nan|nan|nan|nan|nan|
07/28/20 21:11:07|test.txt|23.0|50.0|1|75|1|0|148|0|22.31|100024|nan|nan|nan|nan|nan|nan|
07/28/20 21:15:41|test.txt|22.0|50.0|1|72|1|0|0|0|20.54|100210|nan|nan|nan|nan|nan|nan|
07/29/20 09:10:41|test.txt|22.0|50.0|1|72|1|0|66|0|20.54|100210|nan|nan|nan|nan|nan|nan|
07/29/20 09:11:58|test.txt|22.0|50.0|1|72|1|0|103|0|20.57|100223|nan|nan|nan|nan|nan|nan|
07/29/20 17:52:17|test.txt|23.0|50.0|1|75|1|0|148|0|22.31|100024|nan|nan|nan|nan|nan|nan|
07/29/20 20:11:07|test.txt|23.0|50.0|1|75|1|0|148|0|22.31|100024|nan|nan|nan|nan|nan|nan|
07/29/20 20:15:07|test.txt|23.0|50.0|1|75|1|0|0|0|22.31|100024|nan|nan|nan|nan|nan|nan|


